Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
11711,27/01/2022,13:31:40,14.7,WBGT Temp C,48.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.1,DP Temp C  
11712,27/01/2022,13:31:41,14.7,WBGT Temp C,48.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.1,DP Temp C  
11713,27/01/2022,13:31:42,14.7,WBGT Temp C,48.4,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11714,27/01/2022,13:31:43,14.8,WBGT Temp C,48.4,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.2,DP Temp C  
11715,27/01/2022,13:31:44,14.8,WBGT Temp C,48.3,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11716,27/01/2022,13:31:45,14.7,WBGT Temp C,48.3,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11717,27/01/2022,13:31:46,14.7,WBGT Temp C,48.3,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11718,27/01/2022,13:31:47,14.7,WBGT Temp C,48.3,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11719,27/01/2022,13:31:48,14.7,WBGT Temp C,48.3,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11720,27/01/2022,13:31:49,14.7,WBGT Temp C,48.5,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.2,DP Temp C  
11721,27/01/2022,13:31:50,14.8,WBGT Temp C,48.5,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.2,DP Temp C  
11722,27/01/2022,13:31:51,14.8,WBGT Temp C,48.8,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11723,27/01/2022,13:31:52,14.8,WBGT Temp C,48.8,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11724,27/01/2022,13:31:53,14.8,WBGT Temp C,49,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11725,27/01/2022,13:31:54,14.8,WBGT Temp C,49,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11726,27/01/2022,13:31:55,14.8,WBGT Temp C,49,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11727,27/01/2022,13:31:56,14.8,WBGT Temp C,49.2,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11728,27/01/2022,13:31:57,14.9,WBGT Temp C,49.2,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.4,DP Temp C  
11729,27/01/2022,13:31:58,14.9,WBGT Temp C,49.4,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.5,DP Temp C  
11730,27/01/2022,13:31:59,14.9,WBGT Temp C,49.4,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.5,DP Temp C  
11731,27/01/2022,13:32:00,14.9,WBGT Temp C,49.5,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.5,DP Temp C  
11732,27/01/2022,13:32:01,14.9,WBGT Temp C,49.5,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.5,DP Temp C  
11733,27/01/2022,13:32:02,14.9,WBGT Temp C,49.6,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.5,DP Temp C  
11734,27/01/2022,13:32:03,14.9,WBGT Temp C,49.7,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.6,DP Temp C  
11735,27/01/2022,13:32:04,14.9,WBGT Temp C,49.7,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.6,DP Temp C  
11736,27/01/2022,13:32:05,14.9,WBGT Temp C,49.8,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.1,WET Temp C ,8.6,DP Temp C  
11737,27/01/2022,13:32:06,15,WBGT Temp C,49.8,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11738,27/01/2022,13:32:07,15,WBGT Temp C,49.8,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11739,27/01/2022,13:32:08,15,WBGT Temp C,49.8,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11740,27/01/2022,13:32:09,15,WBGT Temp C,49.9,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
